Event ID,Restaurant ID,Restaurant Name,Photos Url,Title,Start Date,End Date
NA,18766005,The Esplendido Cafe,NA,NA,NA,NA
NA,18882467,Makeba - The Lounge Cafe,NA,NA,NA,NA
NA,110208,Honest,NA,NA,NA,NA
NA,18385186,The Cafe Baraco,NA,NA,NA,NA
NA,18396250,Huber & Holly,NA,NA,NA,NA
NA,18658177,Millhouse,NA,NA,NA,NA
NA,18672107,Eleven 11 Restro Cafe,NA,NA,NA,NA
NA,18902811,Legends Of Punjab - By Pepperazi,NA,NA,NA,NA
NA,112466,Jay Nilkanth Food,NA,NA,NA,NA
NA,18663856,The Red Bistro,NA,NA,NA,NA
NA,18766904,The Secret Kitchen,NA,NA,NA,NA
NA,18627705,I Love Sandwich House,NA,NA,NA,NA
NA,18819827,Kadak Bhagat,NA,NA,NA,NA
NA,18874418,Upri Manzil,NA,NA,NA,NA
NA,18578691,Bogarosa,NA,NA,NA,NA
NA,110026,Barbeque Nation,NA,NA,NA,NA
NA,18545544,Mocha,NA,NA,NA,NA
NA,113234,Shree Annpurna,NA,NA,NA,NA
NA,111826,Yanki Sizzlers,NA,NA,NA,NA
NA,18480250,Cafe De Italiano,NA,NA,NA,NA
NA,120687,Subway,NA,NA,NA,NA
NA,18848676,Beach N Brew,NA,NA,NA,NA
NA,121896,Bhena Da Dhaba,NA,NA,NA,NA
NA,121335,Pirates of Grill,NA,NA,NA,NA
NA,121316,Nando's,NA,NA,NA,NA
NA,124170,Sector 7 Social,NA,NA,NA,NA
NA,18634639,Pradhan Dhaba,NA,NA,NA,NA
NA,123013,Amrit Sweets,NA,NA,NA,NA
NA,120767,New Panna Sweets,NA,NA,NA,NA
335248,18694731,DND - Daily Nutritional Diet,https://www.zomato.com/chandigarh/dnd-daily-nutritional-diet-phase-3-mohali/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Navratri Special Menu,2019-04-04,2019-04-14
NA,122418,Burger King,NA,NA,NA,NA
NA,120999,Jalandhar Sweets,NA,NA,NA,NA
NA,121425,Super Donuts,NA,NA,NA,NA
NA,124158,The Hedgehog Café,NA,NA,NA,NA
NA,123043,Khalsa Dhaba,NA,NA,NA,NA
NA,18609823,Falcon Cafe Lounge,NA,NA,NA,NA
NA,122653,Food@U,NA,NA,NA,NA
NA,120554,Books N Brew,NA,NA,NA,NA
NA,122875,Tossin Pizza,NA,NA,NA,NA
NA,123191,CAFÈ JC's,NA,NA,NA,NA
337488,130309,Purple Martini,https://www.zomato.com/goa/purple-martini-anjuna/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Friday Artisans Bazaar with Live Music On SITAR at Purple Martini at Sunset Point,2019-04-12,2019-04-12
337489,130309,Purple Martini,https://www.zomato.com/goa/purple-martini-anjuna/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,SAX Sunsets with Saxophonist David Goren DJ Set By Tashi - I at Purple Martini at Sunset Point,2019-04-13,2019-04-13
337490,130309,Purple Martini,https://www.zomato.com/goa/purple-martini-anjuna/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Shanti Sundays with Saxophonist ARTEMIY at Purple Martini at Sunset Point,2019-04-14,2019-04-14
NA,130409,Baba Au Rhum,NA,NA,NA,NA
NA,16512333,Britto's Bar & Restaurant,NA,NA,NA,NA
NA,16524239,Bay 15,NA,NA,NA,NA
334112,130535,The Fisherman's Wharf,https://www.zomato.com/goa/the-fishermans-wharf-cavelossim/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mango Mania,2019-04-02,2019-04-30
334112,18685303,The Fisherman's Wharf,https://www.zomato.com/goa/the-fishermans-wharf-calangute/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mango Mania,2019-04-02,2019-04-30
NA,130427,Artjuna,NA,NA,NA,NA
NA,18601542,The Lazy Goose,NA,NA,NA,NA
NA,130888,The Black Sheep Bistro,NA,NA,NA,NA
NA,18555916,Tio Tilly's Bar & Kitchen,NA,NA,NA,NA
NA,16519168,Martin's Corner,NA,NA,NA,NA
NA,16512336,Fat Fish,NA,NA,NA,NA
NA,130230,Curlies,NA,NA,NA,NA
NA,16525595,Cafe Cotinga,NA,NA,NA,NA
NA,18232814,Kokni Kanteen,NA,NA,NA,NA
334112,16541849,The Fisherman's Wharf,https://www.zomato.com/goa/the-fishermans-wharf-panaji/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mango Mania,2019-04-02,2019-04-30
NA,130567,Souza Lobo,NA,NA,NA,NA
NA,130430,Co Co Mo,NA,NA,NA,NA
NA,16519268,La Plage,NA,NA,NA,NA
NA,18558647,Navtara Veg Restaurant,NA,NA,NA,NA
NA,1400382,Shree Gurukripa,NA,NA,NA,NA
NA,1400038,Apna Sweets,NA,NA,NA,NA
NA,18715348,The Monroe,NA,NA,NA,NA
NA,1402185,Shree Gurukripa,NA,NA,NA,NA
NA,1400208,Apna Sweets,NA,NA,NA,NA
NA,1401685,Dutt Guru Kripa,NA,NA,NA,NA
NA,18675443,Sagar Gaire,NA,NA,NA,NA
NA,1400574,Hotel Rajhans,NA,NA,NA,NA
NA,1400056,Nafees Restaurant,NA,NA,NA,NA
NA,18713037,Tic Tac Toe,NA,NA,NA,NA
NA,1401724,Hotel Guru Kripa Avenue,NA,NA,NA,NA
NA,18254231,Oye24,NA,NA,NA,NA
NA,1400287,Madhuram Sweets,NA,NA,NA,NA
NA,1401774,Banana Leaf,NA,NA,NA,NA
NA,18684400,Little Monk,NA,NA,NA,NA
NA,1400310,Vijay Chaat House,NA,NA,NA,NA
NA,1400311,Apna Sweets,NA,NA,NA,NA
NA,18395137,Just My Bakes,NA,NA,NA,NA
NA,1402252,Mustang - Hotel Somdeep Palace,NA,NA,NA,NA
NA,18601095,Indore Kitchen - Indore Marriott Hotel,NA,NA,NA,NA
NA,18746380,Domino's,NA,NA,NA,NA
NA,18746904,Baker's Cafe,NA,NA,NA,NA
NA,16500301,The Dragon Wok,NA,NA,NA,NA
NA,18746039,Osm Restaurant,NA,NA,NA,NA
NA,18746176,Taste of Tibet,NA,NA,NA,NA
NA,18746050,Osm Lounge,NA,NA,NA,NA
NA,16500332,Nimtho,NA,NA,NA,NA
NA,18746004,Bonfire ,NA,NA,NA,NA
NA,16500309,Roll House,NA,NA,NA,NA
NA,16500300,The Local Cafe,NA,NA,NA,NA
NA,18746148,Chopstick,NA,NA,NA,NA
NA,18746007,Parivar,NA,NA,NA,NA
NA,18922563,Domino's Pizza,NA,NA,NA,NA
NA,18746062,Cafe Live & Loud ,NA,NA,NA,NA
NA,18746689,Baker's Cafe,NA,NA,NA,NA
NA,16500321,Momo King ,NA,NA,NA,NA
NA,16500330,Khan Uncle's Biryani House,NA,NA,NA,NA
NA,16500333,Nimtho,NA,NA,NA,NA
NA,16500304,Thakali,NA,NA,NA,NA
NA,18983524,Mehfill- Resto Bar,NA,NA,NA,NA
NA,18629821,Sula Vineyards,NA,NA,NA,NA
NA,1600099,Kokni Darbar,NA,NA,NA,NA
NA,1600067,Al Arabian Express,NA,NA,NA,NA
NA,1600136,Dairy Don,NA,NA,NA,NA
NA,18585945,The Foundry- Industrial Bar & Sport,NA,NA,NA,NA
NA,18839989,Samarth Juice Center,NA,NA,NA,NA
NA,18943921,Burger Point,NA,NA,NA,NA
NA,1600500,The Sidewalk,NA,NA,NA,NA
NA,18608708,Burger King,NA,NA,NA,NA
NA,1600258,Barbeque Nation,NA,NA,NA,NA
NA,18632170,Panorama,NA,NA,NA,NA
NA,1600169,Veg Aroma,NA,NA,NA,NA
NA,1600301,Cellar Door @ York,NA,NA,NA,NA
NA,18658877,Rock n' Roll,NA,NA,NA,NA
NA,1600227,Divtya Budhlya Wada Restaurant,NA,NA,NA,NA
NA,18573795,The FRIENDS Bistro,NA,NA,NA,NA
NA,1600119,Domino's Pizza,NA,NA,NA,NA
NA,1600109,Eastern Spice,NA,NA,NA,NA
NA,18962186,Hotel Mughal Darbar,NA,NA,NA,NA
NA,1600029,Barbeque Ville,NA,NA,NA,NA
NA,18698487,Angaara ,NA,NA,NA,NA
NA,18698864,A2B- Adyar Ananda Bhavan,NA,NA,NA,NA
NA,18698898,Domino's Pizza,NA,NA,NA,NA
NA,18698690,Nahar Sidewalk Cafe,NA,NA,NA,NA
NA,18698726,Hyderabad Biriyani House,NA,NA,NA,NA
NA,18699624,Shinkows Chinese Restaurant ,NA,NA,NA,NA
NA,18698924,Hyderabad Biryani House,NA,NA,NA,NA
NA,18698964,Thalassery Restaurant,NA,NA,NA,NA
NA,18698943,Willy's Coffee Pub,NA,NA,NA,NA
NA,18698658,Place To Bee,NA,NA,NA,NA
NA,18698644,Cocoapods,NA,NA,NA,NA
NA,18699681,Darjeeling Spicy Momo,NA,NA,NA,NA
NA,18698833,Pankaj Bhojanalaya,NA,NA,NA,NA
NA,18699247,Dining Room,NA,NA,NA,NA
NA,18698916,New Ooty Bakery ,NA,NA,NA,NA
NA,18698797,Hotel Junior Kuppanna,NA,NA,NA,NA
NA,18698832,Quality Restaurant,NA,NA,NA,NA
NA,18700259,Thendral Restaurant,NA,NA,NA,NA
NA,18698688,Cliff Top,NA,NA,NA,NA
NA,18698999,Ooty Coffee House ,NA,NA,NA,NA
NA,18848790,The Brew Estate,NA,NA,NA,NA
NA,18703923,Cafe Simla Times,NA,NA,NA,NA
NA,18703946,Cafe Sol,NA,NA,NA,NA
NA,18704132,Indian Coffee House,NA,NA,NA,NA
NA,18704176,Hide Out Cafe,NA,NA,NA,NA
NA,18704216,45 The Central,NA,NA,NA,NA
NA,18704153,Domino's,NA,NA,NA,NA
NA,18704300,Sher-e-Punjab,NA,NA,NA,NA
NA,18703974,Cafe Under Tree,NA,NA,NA,NA
NA,18704318,Sita Ram & Son ,NA,NA,NA,NA
NA,18704259,Honey Hut,NA,NA,NA,NA
NA,18703932,Eighteen 71,NA,NA,NA,NA
NA,18703939,Embassy The Restaurant,NA,NA,NA,NA
NA,18703966,HPTDC Goofa Ashiana Bar and Restaurant,NA,NA,NA,NA
NA,18704355,Gupta Ji Bhojnalya,NA,NA,NA,NA
NA,18703964,Nalini,NA,NA,NA,NA
NA,18704552,Diamond,NA,NA,NA,NA
NA,18704352,China Town Restaurant,NA,NA,NA,NA
NA,18704339,Hotel Combermere,NA,NA,NA,NA
NA,18704457,Singh's Tandoor,NA,NA,NA,NA
NA,18784840,The Table By Basant,NA,NA,NA,NA
NA,15401,Natural Soups & Shakes,NA,NA,NA,NA
NA,15221,Basant,NA,NA,NA,NA
NA,18400368,Pirates Of Grill,NA,NA,NA,NA
NA,15008,Hot Breads,NA,NA,NA,NA
NA,18680874,Natural 2,NA,NA,NA,NA
NA,15047,Rishi Vegetarian Dhaba NK,NA,NA,NA,NA
NA,18444271,Hawai Adda,NA,NA,NA,NA
NA,15556,New Delhi Chhole Bhature,NA,NA,NA,NA
NA,18728655,Uncle Jack's,NA,NA,NA,NA
NA,15239,Basant Restaurant,NA,NA,NA,NA
NA,15101,Bansi Vaishno Dhaba,NA,NA,NA,NA
NA,18586834,Burger King,NA,NA,NA,NA
NA,15295,Raja Dhaba,NA,NA,NA,NA
NA,18282260,KFC,NA,NA,NA,NA
NA,15077,Meshi Vaishnu Dhaba,NA,NA,NA,NA
NA,18729016,K Chawla Ice Cream & Sweets,NA,NA,NA,NA
NA,15488,Shahi Khansama,NA,NA,NA,NA
NA,15127,Vipan Vaishno Dhaba,NA,NA,NA,NA
NA,18583331,Gopal Sweets,NA,NA,NA,NA
NA,2100712,Mocha,NA,NA,NA,NA
NA,2101445,The Steaming Mug ,NA,NA,NA,NA
NA,2100702,Barbeque Nation,NA,NA,NA,NA
NA,2100707,KFC,NA,NA,NA,NA
NA,2100719,The Corner Cafe,NA,NA,NA,NA
NA,18633388,Kalita Cafe,NA,NA,NA,NA
NA,2100784,11th Avenue Cafe Bistro,NA,NA,NA,NA
NA,2100118,The Dhaba,NA,NA,NA,NA
NA,2100478,Terra Mayaa Restaurant and Lounge,NA,NA,NA,NA
NA,2100821,Raja Mircha,NA,NA,NA,NA
NA,2100832,Mast Biryani,NA,NA,NA,NA
NA,18710093,Fat Belly,NA,NA,NA,NA
NA,18801521,Cafe Gram,NA,NA,NA,NA
NA,2100644,KFC,NA,NA,NA,NA
NA,2100495,Grill Republica,NA,NA,NA,NA
NA,2100913,Kalita Spectrum,NA,NA,NA,NA
NA,2100904,Mughal Garden,NA,NA,NA,NA
NA,18702475,Nanz Cafe,NA,NA,NA,NA
NA,18381932,The Zouq : Resto-Cafe,NA,NA,NA,NA
NA,18480196,Fat Belly,NA,NA,NA,NA
NA,2200000,Kesar Da Dhabha,NA,NA,NA,NA
NA,2200044,Bharawan Da Dhaba,NA,NA,NA,NA
NA,2200132,Bade Bhai ka Brothers Dhaba,NA,NA,NA,NA
NA,2200105,R K Food Plaza,NA,NA,NA,NA
NA,2200055,Beera Chicken House,NA,NA,NA,NA
NA,2200045,The Kulcha Land,NA,NA,NA,NA
NA,2200011,Makhan Fish and Chicken Corner,NA,NA,NA,NA
NA,2200365,Cafe Connect,NA,NA,NA,NA
NA,2200864,Burger King,NA,NA,NA,NA
NA,2200386,Kale Da Dhaba,NA,NA,NA,NA
NA,2200236,Brothers' Amritsari Dhaba,NA,NA,NA,NA
NA,2200245,Novelty Sweets,NA,NA,NA,NA
NA,2200358,Bon Gateau,NA,NA,NA,NA
NA,2200314,Domino's Pizza,NA,NA,NA,NA
NA,2200534,Sip n Breww,NA,NA,NA,NA
NA,2200357,Sanjha Chulha,NA,NA,NA,NA
NA,2200283,Sakhis Watz Kukin,NA,NA,NA,NA
NA,2200153,Kanha Sweets,NA,NA,NA,NA
NA,2200923,Hungry Pizza,NA,NA,NA,NA
NA,2200286,Cafe Chokolade,NA,NA,NA,NA
NA,2300179,Talk Of The Town,NA,NA,NA,NA
NA,2300175,Mithas,NA,NA,NA,NA
NA,2300842,Hot Pizza Ace,NA,NA,NA,NA
NA,18209832,Zyka Restaurant,NA,NA,NA,NA
NA,2300299,Domino's Pizza,NA,NA,NA,NA
NA,18697142,Facebook Point,NA,NA,NA,NA
NA,2300884,Sagar Ratna,NA,NA,NA,NA
NA,18811222,Chauuan Pandit Paties,NA,NA,NA,NA
NA,2300981,Bazooka,NA,NA,NA,NA
NA,2300729,Juicebox,NA,NA,NA,NA
NA,2300984,Foodoo Pizza,NA,NA,NA,NA
NA,2300092,Pandit's,NA,NA,NA,NA
NA,2300492,Baba Food Court,NA,NA,NA,NA
NA,2301845,Mi Casa,NA,NA,NA,NA
NA,2300502,Silver Spoons,NA,NA,NA,NA
NA,2300051,Domino's Pizza,NA,NA,NA,NA
NA,2300050,Baba Biryani,NA,NA,NA,NA
NA,2300549,Mithas,NA,NA,NA,NA
NA,2300104,Spicy Foods,NA,NA,NA,NA
NA,2300035,KFC,NA,NA,NA,NA
NA,2400349,Pizza Hut,NA,NA,NA,NA
NA,2400358,Domino's Pizza,NA,NA,NA,NA
NA,2400193,Mr. Dewsis,NA,NA,NA,NA
NA,2400565,Old School Cafe,NA,NA,NA,NA
NA,2400018,El Chico Restaurant,NA,NA,NA,NA
NA,2400394,Well Bean Cafe,NA,NA,NA,NA
NA,2400269,Hot n Cool,NA,NA,NA,NA
NA,2400119,KFC,NA,NA,NA,NA
NA,18799013,Nainital Momos,NA,NA,NA,NA
NA,2400009,Sagar Ratna,NA,NA,NA,NA
NA,2400014,McDonald's,NA,NA,NA,NA
NA,2400356,Domino's Pizza,NA,NA,NA,NA
NA,2400017,Tandoor Restaurant,NA,NA,NA,NA
NA,2400019,Bikanerwala,NA,NA,NA,NA
NA,18889008,EDEN by Connoisseur,NA,NA,NA,NA
NA,2400403,Pind Balluchi,NA,NA,NA,NA
NA,2400020,Aryan Family's Delight,NA,NA,NA,NA
NA,2400533,SCORE - The Games Cafe,NA,NA,NA,NA
NA,18901221,7th Heaven,NA,NA,NA,NA
NA,2400390,Haldiram Bhujiawala,NA,NA,NA,NA
NA,2500904,Kef Lounge,NA,NA,NA,NA
NA,2500672,SNT Tahari House ,NA,NA,NA,NA
NA,2500034,Green Leaf,NA,NA,NA,NA
NA,2500969,Mustafa's Dum Biryani,NA,NA,NA,NA
NA,2500346,Yalla Yalla,NA,NA,NA,NA
NA,2500135,Domino's Pizza,NA,NA,NA,NA
NA,2500211,Saurabh Restaurant,NA,NA,NA,NA
NA,2500123,Great Sagar Restaurant,NA,NA,NA,NA
NA,2500332,KFC,NA,NA,NA,NA
NA,2500030,Bhoj Restaurant,NA,NA,NA,NA
NA,2500654,Sagar Restaurant ,NA,NA,NA,NA
NA,2500055,Smile Veg Restaurant,NA,NA,NA,NA
NA,2500164,Koyla Dum Biryanis & Kebabs,NA,NA,NA,NA
NA,2500353,Pizza Hut,NA,NA,NA,NA
NA,2500385,Gayatri Mewad,NA,NA,NA,NA
NA,2500146,Sai Prasad,NA,NA,NA,NA
NA,2500241,Cone-N-Cakes,NA,NA,NA,NA
NA,2500052,Ashoka's Veg Restaurant,NA,NA,NA,NA
NA,18796129,Shahi Mughal Darbar,NA,NA,NA,NA
NA,2500134,Domino's Pizza,NA,NA,NA,NA
NA,2600334,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2600081,Zam Zam Fast Food,NA,NA,NA,NA
NA,2600369,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2600499,Zam Zam Fast Food,NA,NA,NA,NA
NA,2600003,Manohar Dairy And Restaurant,NA,NA,NA,NA
NA,2600109,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2600665,Vishnu Chinese Fast Food,NA,NA,NA,NA
NA,2600321,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2600051,Al-Beik,NA,NA,NA,NA
NA,18154918,Khan Sahab,NA,NA,NA,NA
NA,2601361,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2600320,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,18812768,Anni Bhai ki Biryani,NA,NA,NA,NA
NA,2600047,Bapu Ki Kutia,NA,NA,NA,NA
NA,2601776,Khan Chacha,NA,NA,NA,NA
NA,18772225,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2601248,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2601595,Sagar Gaire Fast Food,NA,NA,NA,NA
NA,2600913,32 Degree North East,NA,NA,NA,NA
NA,2600008,Bake N Shake,NA,NA,NA,NA
NA,2700085,Kaveri - Lalpur,NA,NA,NA,NA
NA,2700048,Domino's Pizza,NA,NA,NA,NA
NA,2700059,Punjab Sweet House,NA,NA,NA,NA
NA,18388053,The Best,NA,NA,NA,NA
NA,2700606,Second Wife Restaurant,NA,NA,NA,NA
NA,2700423,Punjabi Kitchen,NA,NA,NA,NA
NA,2700336,The Mezbaan,NA,NA,NA,NA
NA,2700986,Domino's Pizza,NA,NA,NA,NA
NA,2700458,The Breaking Bread,NA,NA,NA,NA
NA,18159977,Hot Lips,NA,NA,NA,NA
NA,2700558,KFC,NA,NA,NA,NA
NA,2700489,Jashn,NA,NA,NA,NA
NA,2700044,KFC,NA,NA,NA,NA
NA,2700024,New Kathi Kabab,NA,NA,NA,NA
NA,2700047,Domino's Pizza,NA,NA,NA,NA
NA,2700081,Seasons Restaurant,NA,NA,NA,NA
NA,2700696,Kareem's,NA,NA,NA,NA
NA,2700779,Sardar Fast Food Plaza,NA,NA,NA,NA
NA,2700049,Pizza Hut,NA,NA,NA,NA
NA,2700011,Seventh Heaven,NA,NA,NA,NA
NA,2800993,Zeeshan Restaurant - Apna Hyderabadi Food,NA,NA,NA,NA
NA,2800294,Sri Sairam Parlour,NA,NA,NA,NA
NA,2801554,Helapuri Restaurant,NA,NA,NA,NA
NA,2800014,KFC,NA,NA,NA,NA
NA,2800096,Kamat Restaurant,NA,NA,NA,NA
NA,2801173,Paradise,NA,NA,NA,NA
NA,2801561,Indian Flavours Restaurant,NA,NA,NA,NA
NA,18766029,Helapuri Restaurant,NA,NA,NA,NA
NA,2801545,Helapuri Restaurant,NA,NA,NA,NA
NA,2801559,Hotel V Parlour,NA,NA,NA,NA
NA,2800083,My Restaurant,NA,NA,NA,NA
NA,2801648,Helapuri Restaurant,NA,NA,NA,NA
NA,2800901,Paradise,NA,NA,NA,NA
NA,2801034,"Fresh Choice- Patisserie, Bakery & Café",NA,NA,NA,NA
NA,2800790,Hotel Grand Alpha,NA,NA,NA,NA
NA,2800868,Raju's Kitchen,NA,NA,NA,NA
NA,2801236,KFC,NA,NA,NA,NA
NA,18809359,Helapuri Tiffins,NA,NA,NA,NA
NA,2800114,New Satyam Multicuisine Restaurant & Takeaway,NA,NA,NA,NA
NA,2800903,Mekong - Hotel GreenPark,NA,NA,NA,NA
NA,18805782,Chili's Grill & Bar,NA,NA,NA,NA
NA,2902018,Biryani Bhubaneswar,NA,NA,NA,NA
NA,18991874,Breathe By Biswajit,NA,NA,NA,NA
NA,2901195,BOCCA Cafe,NA,NA,NA,NA
NA,2900234,TCD Restaurant & Banquet,NA,NA,NA,NA
NA,2900509,Chandini Food Magic,NA,NA,NA,NA
NA,18237402,Biggies Burger 'n' More,NA,NA,NA,NA
NA,18271459,JUGAAD JN.,NA,NA,NA,NA
NA,2901460,Sher-e-Punjab,NA,NA,NA,NA
NA,18770281,Three Kings,NA,NA,NA,NA
NA,2900667,Biryani247,NA,NA,NA,NA
NA,2900453,KFC,NA,NA,NA,NA
NA,2900474,Narula's Restaurant,NA,NA,NA,NA
NA,18848926,Moody Blues,NA,NA,NA,NA
NA,18753913,Biriyani King,NA,NA,NA,NA
NA,18285395,Biriyani Box,NA,NA,NA,NA
NA,2900232,Domino's Pizza,NA,NA,NA,NA
NA,2900222,KFC,NA,NA,NA,NA
NA,2900793,JUGAAD JN.,NA,NA,NA,NA
NA,2900658,Biggies Burger 'n' More,NA,NA,NA,NA
NA,3000152,Cock Ra Co,NA,NA,NA,NA
NA,3000214,Shahi Grill,NA,NA,NA,NA
NA,3001572,The French Door Cafe & Restaurant,NA,NA,NA,NA
NA,3002026,The Chocolate Room,NA,NA,NA,NA
NA,3001032,Burger Ka Baap,NA,NA,NA,NA
NA,3002715,Yugo,NA,NA,NA,NA
NA,3000107,Haribhavanam,NA,NA,NA,NA
NA,18242351,Eleven 2 Eleven,NA,NA,NA,NA
NA,3002291,Dindigul Venu Biryani,NA,NA,NA,NA
NA,3001315,Hotel Delhi Dharbarr,NA,NA,NA,NA
NA,3000048,Barbeque Nation,NA,NA,NA,NA
NA,3000280,Denmarrk Drive-Inn Restaurant,NA,NA,NA,NA
NA,3000572,Sree Annapoorna Sree Gowrishankar,NA,NA,NA,NA
NA,3000014,Sree Annapoorna Sree Gowrishankar,NA,NA,NA,NA
NA,18671982,Zucca Pizzeria,NA,NA,NA,NA
NA,18241403,Vaskas Biriyani,NA,NA,NA,NA
NA,3000018,Dindigul Venu Biryani,NA,NA,NA,NA
NA,3000251,Pizza Hut,NA,NA,NA,NA
NA,3002287,The Slave's Restaurant,NA,NA,NA,NA
NA,3000811,Shree Anandhaas,NA,NA,NA,NA
NA,3100210,Ideal Cafe,NA,NA,NA,NA
NA,3100196,Pabbas,NA,NA,NA,NA
NA,3100302,Machali,NA,NA,NA,NA
NA,3100753,Bamboo Restaurant,NA,NA,NA,NA
NA,18656648,Waffee House,NA,NA,NA,NA
NA,3100010,Diesel Cafe,NA,NA,NA,NA
NA,3100448,Spindrift,NA,NA,NA,NA
NA,3100924,Dinki Dine,NA,NA,NA,NA
NA,3100111,Tandoor,NA,NA,NA,NA
NA,3100044,Village Restaurant,NA,NA,NA,NA
NA,3100006,Ideal's,NA,NA,NA,NA
NA,3100159,Crave Desserts & Bakes,NA,NA,NA,NA
NA,3100845,Drnk Lab,NA,NA,NA,NA
NA,3100134,Andhra House,NA,NA,NA,NA
NA,3100837,Food Junction,NA,NA,NA,NA
NA,3100169,The Old Prax,NA,NA,NA,NA
NA,3100524,Brick House,NA,NA,NA,NA
NA,3100441,Barbeque Nation,NA,NA,NA,NA
NA,3100016,Royal Darbar,NA,NA,NA,NA
NA,3100013,Hao Ming,NA,NA,NA,NA
NA,18502212,Munchane,NA,NA,NA,NA
NA,18409523,Jassi De Parathe,NA,NA,NA,NA
NA,18767071,Day Night Vada Pav & Dabeli,NA,NA,NA,NA
NA,3200244,Tasty Vada Pav,NA,NA,NA,NA
NA,3201876,Brown Burger Co,NA,NA,NA,NA
NA,3200606,Santushti Shakes & More,NA,NA,NA,NA
NA,3200477,Chhappanbhog Restaurant & Banquets,NA,NA,NA,NA
NA,3200424,Domino's Pizza,NA,NA,NA,NA
NA,3200981,Burger King,NA,NA,NA,NA
NA,3201787,Saladific,NA,NA,NA,NA
NA,3201965,Old School Eatery,NA,NA,NA,NA
NA,18461598,Amritsari Kulcha,NA,NA,NA,NA
NA,3200029,KFC,NA,NA,NA,NA
NA,3201461,Retro Bistro,NA,NA,NA,NA
NA,3200139,Hariyali Restaurant,NA,NA,NA,NA
NA,3200560,Mr Toasties,NA,NA,NA,NA
NA,3200555,Shree Kathiyawadi Khadki,NA,NA,NA,NA
NA,3200298,Yo Frankie,NA,NA,NA,NA
NA,3200665,Barbeque Nation,NA,NA,NA,NA
NA,3200857,Flavor Restaurant,NA,NA,NA,NA
NA,3300072,Dosa Plaza,NA,NA,NA,NA
NA,18706194,Goosebumps,NA,NA,NA,NA
NA,3301708,Plan B,NA,NA,NA,NA
NA,3300056,Barbecue Restaurant,NA,NA,NA,NA
336304,3301462,Three Beans,https://www.zomato.com/nagpur/three-beans-dharampeth/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,GOT FINAL SEASON S08E01,2019-04-15,2019-04-15
NA,3300012,Mini Punjab,NA,NA,NA,NA
NA,18623894,Bouffage Cafe & Bistro,NA,NA,NA,NA
336612,18748677,The Civil Kitchen,https://www.zomato.com/nagpur/the-civil-kitchen-civil-lines/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,BUY 1 GET 1,2019-04-08,2019-04-30
336615,18748677,The Civil Kitchen,https://www.zomato.com/nagpur/the-civil-kitchen-civil-lines/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Kitty Party ,2019-04-08,2019-06-30
NA,3300707,KFC,NA,NA,NA,NA
NA,3300958,Barbeque Nation,NA,NA,NA,NA
NA,3301605,Roast Cafe,NA,NA,NA,NA
NA,18717585,Tanjore - Enter the Deccan,NA,NA,NA,NA
NA,3301200,Behrouz Biryani,NA,NA,NA,NA
NA,18394440,Uttar Dakshin by Naivedhyam,NA,NA,NA,NA
NA,3300011,Babbu Hotel,NA,NA,NA,NA
NA,3300058,The Breakfast Story,NA,NA,NA,NA
NA,3301013,Zaikart,NA,NA,NA,NA
336285,18795312,Juhi's Kitchen,https://www.zomato.com/nagpur/juhis-kitchen-bajaj-nagar/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,SPECIAL VEGETARIAN DISHES,2019-04-06,2019-04-17
NA,18664896,Burger Singh,NA,NA,NA,NA
NA,3301766,Hunger's Den Restaurant & Cafe,NA,NA,NA,NA
NA,18888066,Kiskey Whiskey,NA,NA,NA,NA
NA,3401013,Bhagat Halwai,NA,NA,NA,NA
NA,3400299,Bikanervala,NA,NA,NA,NA
NA,3400290,Bhagat Halwai,NA,NA,NA,NA
NA,3400005,Mama Chicken Mama Franky House,NA,NA,NA,NA
NA,3401344,Cafe Turquoise Cottage,NA,NA,NA,NA
NA,3400296,Honeydew Restaurant,NA,NA,NA,NA
NA,3400712,The Greener Side,NA,NA,NA,NA
NA,18966639,Fakira,NA,NA,NA,NA
